Temperatura Bulbo Húmedo ValueY;Presión Atmosferica ValueY;T amb ValueY;Potencia TG ValueY
15,60002327;970,3703491;24,58188629;13098,10576
15,20002174;967,8703857;23,99884415;13066,02803
15,60002327;967,4074219;23,81944275;13059,11914
15,40002251;968,4259155;23,2364006;13068,49551
15,20002174;965,4629761;21,89091492;13165,22227
14,80002022;965,833313;20,09693146;13225,42979
14,80002022;967,9629761;19,24479294;13309,81943
13,90001678;967,0370361;16,55381775;13418,39043
13,40001488;965,7407349;15,74652863;13498,33818
14,00001717;964,7222412;16,46411896;13424,31221
13,70001602;966,2037109;15,38772964;13448,00049
13,70001602;964,2593018;15,34288025;13454,41582
12,90001297;963,7037476;14,17679214;13549,6627
13,20001411;964,2592773;14,08709335;13501,29893
13,50001526;966,7592651;14,49074173;13509,68867
13,60001564;966,7592651;14,62528992;13516,59775
13,90001678;967,2222534;15,34288025;13498,83145
13,90001678;967,1296753;15,61198044;13469,22119
14,20001793;967,8703735;16,73321915;13417,89658
14,60001945;969,1666626;17,54050827;13352,26055
14,9000206;970,1851685;18,34780121;13344,36475
15,40002251;969,4444214;19,6484375;13238,26123
15,80002403;972,9629395;21,53211975;13220,00146
16,20002556;971,3888672;22,1151619;13131,17041
14,9000206;969,6296021;21,71151733;13196,31309
15,10002136;969,8147827;21,66666794;13166,20918
15,10002136;967,2222656;21,21817017;13202,72891
14,60001945;966,9444702;21,08362198;13261,45576
14,50001907;968,2407471;20,54542923;13252,57285
14,10001755;968,3333374;18,88599396;13350,28672
13,8000164;969,8147827;17,85445786;13404,07871
13,60001564;969,7222168;16,55381775;13474,15625
13,40001488;968,1481689;15,74652863;13513,14336
12,80001259;968,7037109;14,67013931;13588,64951
12,10000992;966,5740723;13,5489006;13647,37637
12,10000992;966,8518677;13,59375;13662,6751
12,70001221;966,3888672;14,7598381;13604,44131
12,90001297;966,3888916;15,20833206;13557,5583
13,10001373;966,1111084;14,8495369;13512,15605
13,3000145;966,3888672;15,11863327;13527,45498
13,90001678;968,7962891;15,25318146;13510,18213
14,10001755;967,2222168;16,15017319;13501,29902
14,30001831;969,0740479;16,64352036;13418,88359
15,00002098;969,6295898;17,67505646;13325,61133
15,10002136;970,6481323;19,06539536;13268,36475
15,50002289;970,6481323;20,45573044;13220,00156
16,0000248;968,9814453;20,94907379;13142,02764
15,70002365;967,7777954;19,55873871;13184,46895
15,80002403;968,4259277;19,6035881;13169,17051
15,90002441;967,4074463;20,54542923;13168,18359
15,00002098;967,7778198;20,76967621;13216,54697
15,00002098;967,4074341;20,8145256;13232,33906
14,30001831;968,6111328;19,42419052;13315,74141
13,90001678;967,3148315;18,07870483;13389,76699
13,90001678;969,3518066;17,89930725;13461,81875
13,70001602;968,5185425;16,91261673;13469,22119
12,90001297;968,888916;15,65682983;13536,83154
12,30001068;967,8703613;14,17679214;13593,09102
12,2000103;966,4814819;13,68344879;13620,23359
12,40001106;967,3148315;13,95254517;13618,75303
12,10000992;965,2778198;13,68344879;13635,03857
10,90000534;964,444458;12,06886673;13760,38887
11,1000061;965,4629517;12,47251129;13731,27227
11,90000916;965,833313;13,41435242;13674,02568
12,40001106;967,4074097;14,8495369;13604,4415
12,50001144;967,3148193;14,35619354;13583,71416
12,90001297;965,7407349;14,71498871;13545,71445
13,50001526;968,1481934;15,83622742;13470,70166
14,50001907;969,8147949;18,25810242;13367,06592
14,30001831;967,1296387;17,63020706;13348,80625
14,10001755;967,5000244;19,02054214;13284,15713
13,50001526;968,3333496;19,28964233;13331,5334
12,90001297;967,8704102;19,42419052;13387,29951
12,90001297;967,8704102;19,87268448;13368,05273
13,10001373;966,6666504;19,11024475;13357,68936
12,50001144;966,5740723;18,4375;13428,26055
12,90001297;967,0370361;17,63020706;13388,28643
12,70001221;965,8333496;16,015625;13520,05225
12,40001106;967,6852051;15,47743225;13552,13037
12,2000103;967,7777832;14,89438629;13563,97432
12,10000992;967,5000122;14,40104294;13581,74014
12,2000103;966,6666748;14,08709335;13566,93506
12,2000103;966,2036743;13,77314758;13590,62334
12,2000103;965,4629761;13,59375;13557,06514
12,30001068;966,3889038;13,6385994;13584,70117
12,60001183;966,7592529;13,81799698;13572,36367
12,80001259;966,2037109;14,08709335;13493,89658
12,90001297;965,7407349;13,86284637;13506,72754
13,20001411;967,2222168;14,04224396;13516,59756
13,20001411;967,7778076;14,89438629;13481,06533
13,20001411;968,4259521;15,83622742;13451,94834
13,90001678;970,0000122;17,04716492;13393,22168
13,50001526;969,3518433;17,13686371;13419,37715
13,8000164;969,3518311;18,12355423;13367,55928
13,8000164;969,6296021;18,88599396;13353,74111
13,70001602;972,0370239;20,00723267;13346,83223
13,8000164;970,8332886;20,00723267;13314,75459
13,70001602;970,1851563;20,54542923;13313,76719
13,50001526;970,2777466;20,67997742;13309,81924
13,90001678;970,0925659;20,23147964;13292,05322
13,70001602;969,3518311;19,6035881;13342,39063
13,50001526;969,0740723;17,85445786;13400,13066
12,90001297;969,9073975;16,10532379;13571,37676
12,2000103;969,0740723;14,40104294;13624,6751
12,10000992;969,5370361;14,13194275;13651,81797
12,10000992;969,5370361;14,13194275;13651,81797
11,60000801;969,8148071;13,27980423;13666,62285
11,60000801;969,8148071;13,27980423;13666,62285
11,40000725;968,5185303;12,65190887;13698,70107
11,40000725;968,5185303;12,65190887;13698,70107
11,40000725;968,2407471;12,47251129;13683,40234
11,40000725;968,2407471;12,47251129;13683,40234
11,00000572;966,5740723;11,93431854;13705,61006
11,00000572;966,5740723;11,93431854;13705,61006
10,80000496;966,9444458;11,71006775;13685,86992
10,80000496;966,9444458;11,71006775;13685,86992
10,20000267;967,5000122;11,03732681;13749,03828
10,20000267;967,5000122;11,03732681;13749,03828
10,50000381;968,333374;11,44097137;13779,63564
10,50000381;968,333374;11,44097137;13779,63564
12,80001259;970,2777832;14,53559113;13572,36396
12,80001259;970,2777832;14,53559113;13572,36396
13,50001526;970,9259277;15,83622742;13445,03926
13,50001526;970,9259277;15,83622742;13445,03926
14,70001984;972,4074097;17,85445786;13308,83223
14,70001984;972,4074097;17,85445786;13308,83223
15,00002098;976,2037231;19,6484375;13266,88457
15,00002098;976,2037231;19,6484375;13266,88457
15,40002251;975,1851807;21,30786896;13233,81982
15,40002251;975,1851807;21,30786896;13233,81982
16,0000248;975;22,51880646;13104,52148
16,0000248;975;22,51880646;13104,52148
15,70002365;975,9259277;23,01215363;13104,52139
15,70002365;975,9259277;23,01215363;13104,52139
15,50002289;975,6481445;24,4921875;13065,53467
15,50002289;975,6481445;24,4921875;13065,53467
16,10002518;975,555542;25,12008286;13050,23584
16,10002518;975,555542;25,12008286;13050,23584
15,80002403;972,5;24,71643448;13041,35283
15,80002403;972,5;24,71643448;13041,35283
15,70002365;973,4258911;24,71643448;13025,06729
15,70002365;973,4258911;24,71643448;13025,06729
15,40002251;973,1481201;24,5370369;13076,88516
15,40002251;973,1481201;24,5370369;13076,88516
14,9000206;972,4074097;23,3260994;13133,14473
14,9000206;972,4074097;23,3260994;13133,14473
14,30001831;972,6851685;21,17332077;13250,59883
14,30001831;972,6851685;21,17332077;13250,59883
13,60001564;971,7592163;18,52719879;13408,02666
13,60001564;971,7592163;18,52719879;13408,02666
13,10001373;971,9444214;17,2714119;13519,06523
13,10001373;971,9444214;17,2714119;13519,06523
